Time (s),Velocity
0.0,0.15484166174143485
1.0,0.09721073001468036
2.0,0.0540923909934987
3.0,-0.0025471392347143048
4.0,0.08402509008407848
5.0,0.05323063430630493
6.0,0.037406341156507976
7.0,0.01752492802806429
8.0,0.06836094640712284
9.0,0.06614935844883796
10.0,-0.02145240319536329
11.0,0.05677680120493413
12.0,0.1057977922251244
13.0,-0.1002917008255324
14.0,0.0016167470591599779
15.0,-0.005391698918991058
16.0,-0.0027606718651693963
17.0,0.26583287258584204
18.0,0.07568206516558311
19.0,0.03113000705420297
20.0,-0.03491258507940745
21.0,-0.061901584335856324
22.0,0.016975844121179768
23.0,-0.05684543669329469
24.0,-0.028743017292329986
25.0,0.012011210463098892
26.0,-0.15544412880593317
27.0,0.07697088711368706
28.0,-0.0037291948675907036
29.0,0.023168290404377418
30.0,-0.0066728947017216066
31.0,0.05476349354635755
32.0,0.06988617948180206
33.0,0.0548626336962117
34.0,0.08131017521114946
35.0,0.007732931688623668
36.0,0.06919982459819642
37.0,0.1128672475262626
38.0,0.09749289813349603
39.0,0.03830622867056872
40.0,0.14582753427008063
41.0,0.22941030676250215
42.0,0.2074774551486149
43.0,0.08205753941774227
44.0,0.175790738022154
45.0,0.209231473184496
46.0,0.16168233208137117
47.0,0.12791367180797317
48.0,0.272223599168748
49.0,0.2068902404148634
50.0,0.0481821128291167
51.0,0.0650969476273093
52.0,-0.07265447751234486
53.0,0.15522297001010468
54.0,0.1606451735905893
55.0,0.1009094202207775
56.0,-0.011599397532935502
57.0,0.1433490305237269
58.0,0.21976320756515605
59.0,0.3349259308688109
60.0,0.06451735905893119
61.0,0.009929267316161752
62.0,0.037093668376198735
63.0,0.002310728108139025
64.0,-0.023786009799622504
65.0,-0.007725305523250271
66.0,0.13197079178661988
67.0,0.3710892070694553
68.0,0.2510762425883205
69.0,-0.014527845036319613
70.0,-0.23371146403309756
71.0,-0.05294084002211588
72.0,-0.0015786162322929973
73.0,-0.014222798421383768
74.0,-0.000556710072257917
75.0,0.03215953937961145
76.0,-0.05489313835770529
77.0,0.08126441821890908
78.0,-0.02904043774189243
79.0,-0.1888391069760348
80.0,0.3126575279784942
81.0,0.08361327715391509
82.0,0.03704791138395836
83.0,-0.08260662332462679
84.0,-0.11046500543364283
85.0,0.0005262054107643325
86.0,-0.19934033669520124
87.0,0.1917370498179253
88.0,-0.11219614497340374
89.0,0.05046996244113554
90.0,-0.05297897084898286
91.0,0.18000800747364207
92.0,0.09137671350403233
93.0,0.007122838458751978
94.0,-0.029215839545480543
95.0,-0.021643057329698196
96.0,-0.15351470896646394
97.0,-0.047228842157442184
98.0,-0.0912394425273112
99.0,-0.03297553907456483
100.0,0.07341709404968447
101.0,0.0379554250633925
102.0,0.06261844388095555
103.0,-0.11314178947970487
104.0,0.12031038493069722
105.0,-0.16843911460220015
106.0,0.1992259442146003
107.0,0.0843682675258813
108.0,0.024533374006215324
109.0,0.04727459914968256
110.0,0.12397857047530075
111.0,0.08449028617185564
112.0,0.4132390230882157
113.0,0.03684963108425006
114.0,-0.4772835598939963
115.0,-0.5524317934834417
116.0,0.47872490514956817
117.0,0.032693370955749174
118.0,0.4184400678728718
119.0,0.03691064040723723
120.0,0.42412918724142534
121.0,0.5355017063545023
122.0,0.49032430268250365
123.0,0.5698347028655316
124.0,0.597487178509466
125.0,0.7706468894777984
126.0,0.6263903452746373
127.0,0.6277935597033422
128.0,0.6038321481001315
129.0,0.8060017921488627
130.0,0.4293302320260815
131.0,0.43296028674381803
132.0,0.5711540294751292
133.0,0.5318411469752722
134.0,0.6866370517244667
135.0,0.6748927570494366
136.0,0.7050847457627119
137.0,0.5594936226192065
138.0,0.6883834435949744
139.0,0.28406703399363215
140.0,0.4497073459037959
141.0,0.7940744695048713
142.0,0.38493832338754264
143.0,0.6291586433051801
144.0,0.47249432803950353
145.0,0.4296886617986311
146.0,0.6333987912527883
147.0,0.4458332538941107
148.0,0.4920096852300242
149.0,0.8367276124382758
150.0,0.3608701454691045
151.0,0.5831652399382281
152.0,0.6687384415931059
153.0,0.29091533049894186
154.0,0.5270747936168996
155.0,0.5420678347409964
156.0,0.451461363939677
157.0,0.6599912299098206
158.0,0.3959123753598597
159.0,0.5259156164801434
160.0,0.6552935120398086
161.0,0.46284722884215745
162.0,0.6167508722426646
163.0,0.6358696688337686
164.0,0.6227221597300338
165.0,0.3450077214924406
166.0,0.5697508150464243
167.0,0.4945263198032449
168.0,0.37143238451125815
169.0,0.5505405044708395
170.0,0.4166479190101237
171.0,0.2865150330784923
172.0,0.6138986863930145
173.0,0.33170006291586435
174.0,0.5027320737450192
175.0,0.4345922861337248
176.0,0.2963832910716669
177.0,0.5257707193380489
178.0,0.5675468532535128
179.0,0.5816857638557892
180.0,0.5777659148538636
181.0,0.5690415816666985
182.0,0.6818554460353473
183.0,0.4171207412632743
184.0,0.6281214848143982
185.0,0.5438676097691179
186.0,0.46358696688337686
187.0,0.49053783531295875
188.0,0.3551505214390574
189.0,0.5767516348592019
190.0,0.45283407370688833
191.0,0.4883491258507941
192.0,0.32254866446778896
193.0,0.2499246916169377
194.0,0.4585994547291758
195.0,0.3769804198204038
196.0,0.6746944767497283
197.0,0.46507025604850244
198.0,0.07111399210691884
199.0,0.43318144553964655
200.0,0.2823854645287983
201.0,0.2556252502335513
202.0,0.4420697412823397
203.0,0.2823625860326781
204.0,0.16742102152485178
205.0,0.4550952317401003
206.0,0.24730510381117615
207.0,0.18471335150902748
208.0,0.23602600522392328
209.0,0.16828277821204554
210.0,-0.04420888066957732
211.0,0.5908257230558045
212.0,0.6449562448761701
213.0,0.665630779203447
214.0,0.355268727002345
215.0,0.6851918933862081
216.0,0.7118415282835409
217.0,0.4848563421097786
218.0,0.5968389544527273
219.0,0.3909248632056586
220.0,0.41855446035347277
221.0,-0.04373224533374006
222.0,0.42752283083258663
223.0,0.450893214619359
224.0,0.2771157842557816
225.0,-0.3811061752874111
226.0,0.4145659758631866
227.0,0.40319917637413966
228.0,0.4062305771100646
229.0,0.39052448952355534
230.0,0.20423252178223486
231.0,-0.06714838611275285
232.0,0.2795561571752683
233.0,-0.6081104268746068
234.0,-0.36054603344073516
235.0,-0.08428437970677394
236.0,-0.007229604773979523
237.0,-0.26698823663991156
238.0,-0.3061638481630474
239.0,-0.23096985758136165
240.0,-0.1335341556881661
241.0,-0.3812892032563726
242.0,-0.42455625250233553
243.0,-0.36136965930106196
244.0,-0.42938742826638193
245.0,-0.4705992259442146
246.0,-0.4454977026176813
247.0,-0.1937046004842615
248.0,-0.2930506568034928
249.0,-0.32974395149758823
250.0,-0.4285866809021754
251.0,-0.5291758021772702
252.0,-0.5565461097023889
253.0,-0.3608472669729843
254.0,-0.4983584679033765
255.0,-0.41012754761587006
256.0,-0.5193227965148425
257.0,-0.43192694133572285
258.0,-0.5019084478846924
259.0,-0.4284494099254542
260.0,-0.4745762711864407
261.0,-0.5469066366704162
262.0,-0.27716535433070866
263.0,-0.08002897942841891
264.0,-0.02472021505786353
265.0,0.07796228861222855
266.0,0.34082476978513276
267.0,-0.18237974490476827
268.0,-0.08319765114106499
269.0,-0.0405178166288536
270.0,0.10110388743779909
271.0,-0.09211263846256507
272.0,0.4417074984271034
273.0,0.5021562982593277
274.0,0.5730071876608644
275.0,0.5466854778745877
276.0,0.5008102800709233
277.0,0.676478999447103
278.0,0.6841356694819927
279.0,0.7259232426455168
280.0,0.6414634611351547
281.0,0.3183275819336142
282.0,0.7323711654687232
283.0,0.8323921374235
284.0,1.0
285.0,0.9154029475129168
286.0,0.5708070389506397
287.0,0.7044250824579131
288.0,0.7212331509408781
289.0,0.6080303521381861
290.0,0.6009151398448075
291.0,0.7579416979657204
292.0,0.6772301767363825
293.0,0.6348020056814933
294.0,0.8055747268879526
295.0,0.734533183352081
296.0,0.6867933881146213
297.0,0.39245772244571125
298.0,0.7899944710301043
299.0,0.673234066080723
300.0,0.7729461783378773
301.0,0.8018722235991688
302.0,0.4743589254732989
303.0,0.7163524051019047
304.0,0.659682370212198
305.0,0.6649291719890946
306.0,0.6867628834531276
307.0,0.6890278545690264
308.0,0.6329069035862043
309.0,0.5439019275132981
310.0,0.5150483308230539
311.0,0.7628491353835007
312.0,0.7736554117176031
313.0,0.6139520695506282
314.0,0.4937637032659053
315.0,0.8429276848868468
316.0,0.635783874473318
317.0,0.6402890316676517
318.0,0.7085413052182037
319.0,0.6015881489390097
320.0,0.7576156793960077
321.0,0.7133267239900097
322.0,0.69271319898572
323.0,0.4878991820937637
324.0,0.6168156946483384
325.0,0.778740157480315
326.0,0.733162380126213
327.0,0.5911174238813368
328.0,0.7277192045909515
329.0,0.4692227030943166
330.0,0.5865512573640159
331.0,0.667575451373663
332.0,0.6594345198375626
333.0,0.7711940668433395
334.0,0.6693752264017845
335.0,0.7371794627366495
336.0,0.5694610207622353
337.0,0.7464967302815961
338.0,0.5603191550208766
339.0,0.5886637051724467
340.0,0.632146193590208
341.0,0.6222064402966578
342.0,0.706024670644983
343.0,0.6243551123906121
344.0,0.7565537358677623
345.0,0.5609997902804522
346.0,0.5302558578482774
347.0,0.40107910240033556
348.0,0.42220453375531447
349.0,0.6609511734761968
350.0,0.23189357686221426
351.0,0.503195363291453
352.0,0.752627213971135
353.0,0.2935444510114202
354.0,0.5574459972164496
355.0,0.6187050771195973
356.0,0.48409038912508817
357.0,0.37445568244647387
358.0,0.3343758936912547
359.0,0.11788764751863644
360.0,0.44908390688452077
361.0,0.4940082171931898
362.0,0.42419496291777087
363.0,0.38037120359955007
364.0,0.15958370669767974
365.0,0.1312391565461097
366.0,0.17814483994585423
367.0,0.058833959314407734
368.0,-0.023441402451812168
369.0,0.09684896379477989
370.0,-0.036012182799184
371.0,-0.04007549903719662
372.0,-0.1413762368686965
373.0,-0.19372795561571754
374.0,0.028016625040514005
375.0,-0.09983127109111362
376.0,-0.11203837867724162
377.0,-0.1960815809040819
378.0,-0.2952727307391661
