bin_start,bin_end,Density
0.0,15.0,0.012728310502283105
15.0,30.0,0.006649543378995434
30.0,45.0,0.005051369863013699
45.0,60.0,0.007049086757990867
60.0,75.0,0.008961187214611872
75.0,90.0,0.006735159817351598
90.0,105.0,0.0035673515981735162
105.0,120.0,0.0044235159817351604
120.0,135.0,0.0033961187214611873
135.0,150.0,0.0030821917808219177
150.0,165.0,0.0027968036529680365
165.0,180.0,0.002226027397260274
