bin_start,bin_end,Density
0.0,15.0,0.0210129153968945
15.0,30.0,0.0058336961253809315
30.0,45.0,0.0044115512987955305
45.0,60.0,0.0038891307502539546
60.0,75.0,0.0060949063996517195
75.0,90.0,0.007575097953852851
90.0,105.0,0.004992018574952837
105.0,120.0,0.0027572195617472065
120.0,135.0,0.0043535045711798
135.0,150.0,0.0011609345523146133
150.0,165.0,0.0013350747351618052
165.0,180.0,0.003250616746480917
