bin_start,bin_end,Density
0.0,15.0,0.00990780850827502
15.0,30.0,0.005509274686215706
30.0,45.0,0.004043096745529268
45.0,60.0,0.006197934021992669
60.0,75.0,0.009196934355214929
75.0,90.0,0.0059313562145951355
90.0,105.0,0.0031322892369210265
105.0,120.0,0.004709541264023103
120.0,135.0,0.0037543041208486063
135.0,150.0,0.004487393091191825
150.0,165.0,0.004665111629456847
165.0,180.0,0.005131622792402532
