bin_start,bin_end,Density
0.0,15.0,0.01608352771298456
15.0,30.0,0.004576252360324336
30.0,45.0,0.0034210818616016887
45.0,60.0,0.0030656447850716424
60.0,75.0,0.00475397089858936
75.0,90.0,0.00588692658002888
90.0,105.0,0.003909807841830501
105.0,120.0,0.0023325558147284237
120.0,135.0,0.004509607908474953
135.0,150.0,0.004731756081306231
150.0,165.0,0.0052871265133844275
165.0,180.0,0.008108408308341664
