bin_start,bin_end,Density
0.0,15.0,0.0
15.0,30.0,0.0015060240963855422
30.0,45.0,0.0006024096385542169
45.0,60.0,0.003313253012048193
60.0,75.0,0.009939759036144578
75.0,90.0,0.0031124497991967875
90.0,105.0,0.0015060240963855422
105.0,120.0,0.005622489959839358
120.0,135.0,0.0050200803212851405
135.0,150.0,0.009337349397590362
150.0,165.0,0.011345381526104417
165.0,180.0,0.015361445783132529
