bin_start,bin_end,Density
0.0,15.0,0.0
15.0,30.0,0.00047415836889521095
30.0,45.0,0.0001896633475580844
45.0,60.0,0.0003793266951161688
60.0,75.0,0.0003793266951161688
75.0,90.0,0.0003793266951161688
90.0,105.0,0.0003793266951161688
105.0,120.0,0.0009483167377904219
120.0,135.0,0.005026078710289236
135.0,150.0,0.0164058795637743
150.0,165.0,0.018207681365576104
165.0,180.0,0.023897581792318635
